23 Oct 2024 00:54:22,Deposit from ButDestroyer21,ButDestroyer21,1000.0,None
23 Oct 2024 00:54:22,Deposit from ButDestroyer21,town-PirateCode,1000.0,None
23 Oct 2024 01:01:00,Deposit from ImpirrenRyRy,ImpirrenRyRy,900.0,None
23 Oct 2024 01:01:00,Deposit from ImpirrenRyRy,town-Kʼanchaq_Ñan,900.0,None
23 Oct 2024 01:35:26,Town (UNAFFILIATED),TrumpHimself,10.0,None
23 Oct 2024 01:35:26,Town (UNAFFILIATED),town-Poland,10.0,None
23 Oct 2024 01:38:04,Deposit from ImpirrenRyRy,ImpirrenRyRy,1355.0,None
23 Oct 2024 01:38:04,Deposit from ImpirrenRyRy,town-Kʼanchaq_Ñan,1355.0,None
23 Oct 2024 01:43:40,Deposit from Illiana1,Illiana1,2000.0,None
23 Oct 2024 01:43:40,Deposit from Illiana1,town-Cardiff,2000.0,None
23 Oct 2024 01:44:02,Withdraw by Illiana1,town-Cardiff,800.0,None
23 Oct 2024 01:44:02,Withdraw by Illiana1,Illiana1,800.0,None
23 Oct 2024 01:53:57,Withdraw by Illiana1,town-Cardiff,300.0,None
23 Oct 2024 01:53:57,Withdraw by Illiana1,Illiana1,300.0,None
23 Oct 2024 01:55:27,Withdraw by Illiana1,town-Cardiff,600.0,None
23 Oct 2024 01:55:27,Withdraw by Illiana1,Illiana1,600.0,None
23 Oct 2024 02:04:35,Deposit from Illiana1,Illiana1,200.0,None
23 Oct 2024 02:04:35,Deposit from Illiana1,town-Cardiff,200.0,None
23 Oct 2024 02:06:09,Deposit from Illiana1,Illiana1,200.0,None
23 Oct 2024 02:06:09,Deposit from Illiana1,town-Cardiff,200.0,None
23 Oct 2024 02:29:19,Deposit from oWatur,oWatur,1200.0,None
23 Oct 2024 02:29:19,Deposit from oWatur,town-Cardiff,1200.0,None
23 Oct 2024 02:35:04,Deposit from Torzzi,Torzzi,1600.0,None
23 Oct 2024 02:35:04,Deposit from Torzzi,town-Soaraka,1600.0,None
23 Oct 2024 02:38:16,Deposit from ImpirrenRyRy,ImpirrenRyRy,50.0,None
23 Oct 2024 02:38:16,Deposit from ImpirrenRyRy,town-Kʼanchaq_Ñan,50.0,None
23 Oct 2024 03:21:00,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:02,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:04,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:06,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:08,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:10,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:18,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:20,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:23,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:26,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:29,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:21:32,Town Claim (1) by TrumpHimself,town-PirateCode,350.0,None
23 Oct 2024 03:24:55,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 03:40:39,Deposit from bigg_jim_,bigg_jim_,200.0,None
23 Oct 2024 03:40:39,Deposit from bigg_jim_,town-Cordoba,200.0,None
23 Oct 2024 03:59:57,Town Claim (1) by ImpirrenRyRy,town-Kʼanchaq_Ñan,350.0,None
23 Oct 2024 04:00:03,Town Claim (1) by ImpirrenRyRy,town-Kʼanchaq_Ñan,350.0,None
23 Oct 2024 04:00:14,Town Claim (1) by ImpirrenRyRy,town-Kʼanchaq_Ñan,350.0,None
23 Oct 2024 04:00:16,Town Claim (1) by ImpirrenRyRy,town-Kʼanchaq_Ñan,350.0,None
23 Oct 2024 04:00:19,Town Claim (1) by ImpirrenRyRy,town-Kʼanchaq_Ñan,350.0,None
23 Oct 2024 04:31:11,Deposit from ImpirrenRyRy,ImpirrenRyRy,510.0,None
23 Oct 2024 04:31:11,Deposit from ImpirrenRyRy,town-Kʼanchaq_Ñan,510.0,None
23 Oct 2024 04:34:19,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 04:34:39,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 04:34:42,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 04:34:45,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 04:35:11,Deposit from Torzzi,Torzzi,7720.0,None
23 Oct 2024 04:35:11,Deposit from Torzzi,town-Soaraka,7720.0,None
23 Oct 2024 04:35:25,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 04:35:29,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 04:35:41,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 04:35:44,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
23 Oct 2024 04:35:49,Town Claim (1) by Torzzi,town-Soaraka,350.0,None
